codigo_producto,nombre_producto,categoria,stock_actual,stock_minimo,cantidad_vendida,fecha_venta,dias_para_vencer,stock_norm,ventas_norm,nivel_rotacion,indice_rotacion,urgencia_stock,riesgo_vencimiento
P0380,Cuaderno kawaii,Papeleria,88,18,125,2025-06-17,58,0.2708333333333333,0.8378378378378378,Alta,1.4204545454545454,0.20454545454545456,0
P0381,Correa retractil,Mascotas,257,7,44,2025-04-07,42,0.8576388888888888,0.2905405405405405,Baja,0.17120622568093385,0.027237354085603113,0
P0382,Salsa de soya,Comida Asiatica,271,43,23,2025-03-30,178,0.90625,0.1486486486486486,Baja,0.08487084870848709,0.15867158671586715,0
P0383,Palillos chinos,Cocina,276,16,74,2025-01-08,297,0.923611111111111,0.4932432432432432,Media,0.26811594202898553,0.057971014492753624,0
P0384,Te verde japones,Comida Asiatica,94,76,55,2025-02-16,238,0.2916666666666667,0.3648648648648649,Media,0.5851063829787234,0.8085106382978723,0
P0385,Lapicero gel,Papeleria,51,64,12,2025-09-20,336,0.1423611111111111,0.0743243243243243,Baja,0.23529411764705882,1.2549019607843137,0
P0386,Palillos chinos,Cocina,268,31,114,2025-12-29,40,0.8958333333333333,0.7635135135135135,Alta,0.4253731343283582,0.11567164179104478,0
P0387,Mini ventilador USB,Electronica,229,5,8,2025-04-11,176,0.7604166666666666,0.0472972972972973,Baja,0.034934497816593885,0.021834061135371178,0
P0388,Farol decorativo,Decoracion,255,23,32,2025-05-17,12,0.8506944444444444,0.2094594594594594,Baja,0.12549019607843137,0.09019607843137255,1
P0389,Mascarilla coreana,Belleza,72,25,13,2025-06-11,260,0.2152777777777778,0.081081081081081,Baja,0.18055555555555555,0.3472222222222222,0
P0390,Luz LED USB,Electronica,232,63,128,2025-10-10,325,0.7708333333333333,0.8581081081081081,Alta,0.5517241379310345,0.27155172413793105,0
P0391,Pijama,Ropa,205,29,148,2025-06-03,133,0.6770833333333333,0.9932432432432432,Alta,0.7219512195121951,0.14146341463414633,0
P0392,Palillos chinos,Cocina,274,54,134,2025-07-30,60,0.9166666666666666,0.8986486486486487,Alta,0.48905109489051096,0.19708029197080293,0
P0393,Pijama,Ropa,222,7,76,2025-10-13,277,0.736111111111111,0.5067567567567568,Media,0.34234234234234234,0.03153153153153153,0
P0394,Lapicero gel,Papeleria,199,37,34,2025-02-10,307,0.65625,0.2229729729729729,Baja,0.1708542713567839,0.18592964824120603,0
P0395,Caja multiuso,Hogar,84,61,23,2025-06-25,150,0.2569444444444444,0.1486486486486486,Baja,0.27380952380952384,0.7261904761904762,0
P0396,Shampoo canino,Mascotas,117,15,94,2025-09-28,347,0.3715277777777778,0.6283783783783784,Media,0.8034188034188035,0.1282051282051282,0
P0397,Palillos chinos,Cocina,221,20,66,2025-09-05,156,0.7326388888888888,0.4391891891891892,Media,0.2986425339366516,0.09049773755656108,0
P0398,Crema hidratante,Belleza,210,24,124,2025-01-01,247,0.6944444444444444,0.8310810810810811,Alta,0.5904761904761905,0.11428571428571428,0
P0399,Cepillo facial,Belleza,76,8,47,2025-10-21,143,0.2291666666666666,0.3108108108108108,Baja,0.618421052631579,0.10526315789473684,0
P0400,Figura Feng Shui,Decoracion,126,57,46,2025-05-22,39,0.4027777777777778,0.3040540540540541,Baja,0.36507936507936506,0.4523809523809524,0
P0401,Pijama,Ropa,261,10,91,2025-12-20,46,0.8715277777777778,0.6081081081081081,Media,0.3486590038314176,0.038314176245210725,0
P0402,Luz LED USB,Electronica,109,76,35,2025-05-27,30,0.34375,0.2297297297297297,Baja,0.3211009174311927,0.6972477064220184,0
P0403,Ramen coreano,Comida Asiatica,290,44,88,2025-09-27,154,0.9722222222222222,0.5878378378378378,Media,0.30344827586206896,0.15172413793103448,0
P0404,Cable Tipo C,Electronica,159,52,83,2025-04-20,275,0.517361111111111,0.5540540540540541,Media,0.5220125786163522,0.3270440251572327,0
P0405,Polo basico,Ropa,215,67,73,2025-09-08,124,0.7118055555555556,0.4864864864864865,Media,0.3395348837209302,0.3116279069767442,0
P0406,Mascarilla coreana,Belleza,284,51,142,2025-04-30,317,0.9513888888888888,0.9527027027027029,Alta,0.5,0.1795774647887324,0
P0407,Ramen coreano,Comida Asiatica,295,13,64,2025-06-10,308,0.9895833333333334,0.4256756756756757,Media,0.21694915254237288,0.04406779661016949,0
P0408,Medias termicas,Ropa,212,57,78,2025-08-10,41,0.7013888888888888,0.5202702702702703,Media,0.36792452830188677,0.2688679245283019,0
P0409,Salsa de soya,Comida Asiatica,77,12,2,2025-12-27,125,0.2326388888888889,0.0067567567567567,Baja,0.025974025974025976,0.15584415584415584,0
P0410,Mini ventilador USB,Electronica,129,59,16,2025-03-03,158,0.4131944444444444,0.1013513513513513,Baja,0.12403100775193798,0.4573643410852713,0
P0411,Sarten antiadherente,Cocina,73,54,149,2025-11-21,304,0.21875,1.0,Alta,2.041095890410959,0.7397260273972602,0
P0412,Te verde japones,Comida Asiatica,181,37,137,2025-11-20,35,0.59375,0.918918918918919,Alta,0.7569060773480663,0.20441988950276244,0
P0413,Correa retractil,Mascotas,225,69,8,2025-10-28,343,0.7465277777777778,0.0472972972972973,Baja,0.035555555555555556,0.30666666666666664,0
P0414,Lapicero gel,Papeleria,85,50,47,2025-01-15,361,0.2604166666666667,0.3108108108108108,Baja,0.5529411764705883,0.5882352941176471,0
P0415,Vaporizador de bambu,Cocina,102,26,21,2025-11-03,38,0.3194444444444444,0.1351351351351351,Baja,0.20588235294117646,0.2549019607843137,0
P0416,Ramen coreano,Comida Asiatica,166,55,132,2025-11-07,348,0.5416666666666666,0.8851351351351351,Alta,0.7951807228915663,0.3313253012048193,0
P0417,Mochi,Comida Asiatica,76,70,91,2025-12-27,257,0.2291666666666666,0.6081081081081081,Media,1.1973684210526316,0.9210526315789473,0
P0418,Stickers decorativos,Papeleria,271,29,145,2025-03-02,268,0.90625,0.972972972972973,Alta,0.5350553505535055,0.1070110701107011,0
P0419,Luz LED USB,Electronica,292,12,124,2025-12-28,93,0.9791666666666666,0.8310810810810811,Alta,0.4246575342465753,0.0410958904109589,0
P0420,Plato para mascotas,Mascotas,151,39,84,2025-11-08,177,0.4895833333333333,0.5608108108108107,Media,0.5562913907284768,0.2582781456953642,0
P0421,Mini ventilador USB,Electronica,199,12,43,2025-12-19,90,0.65625,0.2837837837837838,Baja,0.21608040201005024,0.06030150753768844,0
P0422,Mascarilla coreana,Belleza,254,53,62,2025-04-16,363,0.8472222222222222,0.4121621621621622,Media,0.2440944881889764,0.20866141732283464,0
P0423,Luz LED USB,Electronica,242,13,88,2025-02-06,305,0.8055555555555555,0.5878378378378378,Media,0.36363636363636365,0.05371900826446281,0
P0424,Polo basico,Ropa,286,55,59,2025-07-02,41,0.9583333333333331,0.3918918918918919,Media,0.2062937062937063,0.19230769230769232,0
P0425,Mascarilla coreana,Belleza,201,15,147,2025-11-29,127,0.6631944444444444,0.9864864864864864,Alta,0.7313432835820896,0.07462686567164178,0
P0426,Juguete para perro,Mascotas,28,76,109,2025-09-25,240,0.0624999999999999,0.7297297297297297,Alta,3.892857142857143,2.7142857142857144,0
P0427,Shampoo canino,Mascotas,99,73,8,2025-06-02,347,0.3090277777777778,0.0472972972972973,Baja,0.08080808080808081,0.7373737373737373,0
P0428,Crema hidratante,Belleza,224,53,84,2025-12-04,146,0.7430555555555555,0.5608108108108107,Media,0.375,0.23660714285714285,0
P0429,Repisa modular,Hogar,170,40,82,2025-05-27,239,0.5555555555555556,0.5472972972972973,Media,0.4823529411764706,0.23529411764705882,0
P0430,Cuaderno kawaii,Papeleria,234,19,41,2025-09-15,285,0.7777777777777778,0.2702702702702703,Baja,0.1752136752136752,0.0811965811965812,0
P0431,Medias termicas,Ropa,275,18,51,2025-04-28,201,0.9201388888888888,0.3378378378378379,Baja,0.18545454545454546,0.06545454545454546,0
P0432,Pijama,Ropa,37,7,84,2025-06-04,117,0.0937499999999999,0.5608108108108107,Media,2.27027027027027,0.1891891891891892,0
P0433,Organizador plastico,Hogar,175,7,144,2025-12-16,296,0.5729166666666666,0.9662162162162162,Alta,0.8228571428571428,0.04,0
P0434,Organizador plastico,Hogar,277,39,65,2025-11-07,301,0.9270833333333331,0.4324324324324324,Media,0.23465703971119134,0.1407942238267148,0
P0435,Incienso japones,Decoracion,71,53,127,2025-08-11,279,0.2118055555555555,0.8513513513513513,Alta,1.7887323943661972,0.7464788732394366,0
P0436,Cuaderno kawaii,Papeleria,293,25,107,2025-05-26,99,0.982638888888889,0.7162162162162162,Alta,0.3651877133105802,0.08532423208191127,0
P0437,Mascarilla coreana,Belleza,131,34,108,2025-12-20,288,0.4201388888888889,0.722972972972973,Alta,0.8244274809160306,0.2595419847328244,0
P0438,Sarten antiadherente,Cocina,165,48,79,2025-02-10,63,0.5381944444444444,0.527027027027027,Media,0.47878787878787876,0.2909090909090909,0
P0439,Cepillo facial,Belleza,57,36,57,2025-04-28,100,0.1631944444444444,0.3783783783783784,Media,1.0,0.631578947368421,0
P0440,Correa retractil,Mascotas,165,41,7,2025-07-15,56,0.5381944444444444,0.0405405405405405,Baja,0.04242424242424243,0.24848484848484848,0
P0441,Arena para gato,Mascotas,56,24,19,2025-06-06,202,0.1597222222222222,0.1216216216216216,Baja,0.3392857142857143,0.42857142857142855,0
P0442,Repisa modular,Hogar,135,15,49,2025-10-21,64,0.4340277777777778,0.3243243243243243,Baja,0.362962962962963,0.1111111111111111,0
P0443,Farol decorativo,Decoracion,185,60,65,2025-01-31,113,0.6076388888888888,0.4324324324324324,Media,0.35135135135135137,0.32432432432432434,0
P0444,Organizador plastico,Hogar,76,79,45,2025-09-17,154,0.2291666666666666,0.2972972972972973,Baja,0.5921052631578947,1.0394736842105263,0
P0445,Cable Tipo C,Electronica,243,55,50,2025-09-19,315,0.8090277777777778,0.3310810810810811,Baja,0.205761316872428,0.22633744855967078,0
P0446,Farol decorativo,Decoracion,131,41,124,2025-12-23,35,0.4201388888888889,0.8310810810810811,Alta,0.9465648854961832,0.31297709923664124,0
P0447,Crema hidratante,Belleza,205,22,113,2025-10-12,77,0.6770833333333333,0.7567567567567568,Alta,0.551219512195122,0.1073170731707317,0
P0448,Ramen coreano,Comida Asiatica,118,26,68,2025-03-10,165,0.375,0.4527027027027027,Media,0.576271186440678,0.22033898305084745,0
P0449,Polo basico,Ropa,171,57,123,2025-12-09,42,0.5590277777777778,0.8243243243243243,Alta,0.7192982456140351,0.3333333333333333,0
P0450,Repisa modular,Hogar,118,55,85,2025-01-21,300,0.375,0.5675675675675675,Media,0.7203389830508474,0.4661016949152542,0
P0451,Cepillo facial,Belleza,101,67,24,2025-05-05,111,0.3159722222222222,0.1554054054054054,Baja,0.2376237623762376,0.6633663366336634,0
P0452,Escoba plegable,Hogar,282,28,19,2025-06-14,341,0.9444444444444444,0.1216216216216216,Baja,0.0673758865248227,0.09929078014184398,0
P0453,Cuaderno kawaii,Papeleria,154,40,118,2025-05-27,64,0.5,0.7905405405405406,Alta,0.7662337662337663,0.2597402597402597,0
P0454,Farol decorativo,Decoracion,276,58,47,2025-05-20,246,0.923611111111111,0.3108108108108108,Baja,0.17028985507246377,0.21014492753623187,0
P0455,Farol decorativo,Decoracion,14,60,20,2025-02-15,12,0.0138888888888888,0.1283783783783784,Baja,1.4285714285714286,4.285714285714286,1
P0456,Mini ventilador USB,Electronica,156,30,48,2025-04-18,236,0.5069444444444444,0.3175675675675676,Baja,0.3076923076923077,0.19230769230769232,0
P0457,Fideos udon,Comida Asiatica,237,79,143,2025-07-22,192,0.7881944444444444,0.9594594594594594,Alta,0.6033755274261603,0.3333333333333333,0
P0458,Pijama,Ropa,251,55,82,2025-04-02,175,0.8368055555555555,0.5472972972972973,Media,0.32669322709163345,0.21912350597609562,0
P0459,Te verde japones,Comida Asiatica,172,52,73,2025-11-24,116,0.5625,0.4864864864864865,Media,0.42441860465116277,0.3023255813953488,0
P0460,Arena para gato,Mascotas,234,76,147,2025-03-04,294,0.7777777777777778,0.9864864864864864,Alta,0.6282051282051282,0.3247863247863248,0
P0461,Sarten antiadherente,Cocina,22,51,31,2025-07-27,114,0.0416666666666666,0.2027027027027027,Baja,1.4090909090909092,2.3181818181818183,0
P0462,Mini ventilador USB,Electronica,223,47,67,2025-02-23,298,0.7395833333333333,0.445945945945946,Media,0.3004484304932735,0.21076233183856502,0
P0463,Farol decorativo,Decoracion,178,28,35,2025-07-03,286,0.5833333333333333,0.2297297297297297,Baja,0.19662921348314608,0.15730337078651685,0
P0464,Medias termicas,Ropa,172,23,114,2025-09-21,282,0.5625,0.7635135135135135,Alta,0.6627906976744186,0.13372093023255813,0
P0465,Plato para mascotas,Mascotas,74,40,25,2025-02-06,1,0.2222222222222222,0.1621621621621621,Baja,0.33783783783783783,0.5405405405405406,1
P0466,Incienso japones,Decoracion,241,12,133,2025-07-07,128,0.8020833333333333,0.8918918918918919,Alta,0.5518672199170125,0.04979253112033195,0
P0467,Pijama,Ropa,266,40,35,2025-07-13,191,0.8888888888888888,0.2297297297297297,Baja,0.13157894736842105,0.15037593984962405,0
P0468,Stickers decorativos,Papeleria,274,38,128,2025-09-17,358,0.9166666666666666,0.8581081081081081,Alta,0.46715328467153283,0.1386861313868613,0
P0469,Taza termica,Cocina,268,18,34,2025-02-14,61,0.8958333333333333,0.2229729729729729,Baja,0.12686567164179105,0.06716417910447761,0
P0470,Sarten antiadherente,Cocina,25,70,145,2025-06-11,234,0.0520833333333333,0.972972972972973,Alta,5.8,2.8,0
P0471,Audifonos Bluetooth,Electronica,22,60,111,2025-10-17,295,0.0416666666666666,0.7432432432432432,Alta,5.045454545454546,2.727272727272727,0
P0472,Taza termica,Cocina,224,59,27,2025-04-28,221,0.7430555555555555,0.1756756756756757,Baja,0.12053571428571429,0.26339285714285715,0
P0473,Mascarilla coreana,Belleza,242,34,13,2025-01-21,53,0.8055555555555555,0.081081081081081,Baja,0.05371900826446281,0.14049586776859505,0
P0474,Palillos chinos,Cocina,290,35,81,2025-07-02,23,0.9722222222222222,0.5405405405405406,Media,0.2793103448275862,0.1206896551724138,1
P0475,Mochi,Comida Asiatica,157,36,114,2025-01-14,178,0.5104166666666666,0.7635135135135135,Alta,0.7261146496815286,0.22929936305732485,0
P0476,Te verde japones,Comida Asiatica,31,34,4,2025-07-24,59,0.0729166666666666,0.0202702702702702,Baja,0.12903225806451613,1.096774193548387,0
P0477,Crema hidratante,Belleza,21,35,34,2025-12-04,248,0.0381944444444444,0.2229729729729729,Baja,1.619047619047619,1.6666666666666667,0
P0478,Escoba plegable,Hogar,84,53,79,2025-08-29,349,0.2569444444444444,0.527027027027027,Media,0.9404761904761905,0.6309523809523809,0
P0479,Repisa modular,Hogar,223,42,87,2025-03-29,306,0.7395833333333333,0.581081081081081,Media,0.3901345291479821,0.18834080717488788,0
P0480,Cuaderno kawaii,Papeleria,166,32,139,2025-05-01,65,0.5416666666666666,0.9324324324324323,Alta,0.8373493975903614,0.1927710843373494,0
P0481,Palillos chinos,Cocina,171,48,100,2025-12-04,307,0.5590277777777778,0.6689189189189189,Media,0.5847953216374269,0.2807017543859649,0
P0482,Palillos chinos,Cocina,207,60,145,2025-07-05,218,0.6840277777777778,0.972972972972973,Alta,0.7004830917874396,0.2898550724637681,0
P0483,Juguete para perro,Mascotas,226,59,138,2025-06-24,23,0.75,0.9256756756756755,Alta,0.6106194690265486,0.2610619469026549,1
P0484,Incienso japones,Decoracion,244,17,101,2025-01-24,364,0.8125,0.6756756756756757,Alta,0.4139344262295082,0.06967213114754098,0
P0485,Juguete para perro,Mascotas,290,77,21,2025-12-06,211,0.9722222222222222,0.1351351351351351,Baja,0.07241379310344828,0.2655172413793103,0
P0486,Farol decorativo,Decoracion,110,52,103,2025-01-28,41,0.3472222222222222,0.6891891891891891,Alta,0.9363636363636364,0.4727272727272727,0
P0487,Sarten antiadherente,Cocina,155,75,13,2025-07-29,229,0.5034722222222222,0.081081081081081,Baja,0.08387096774193549,0.4838709677419355,0
P0488,Fideos udon,Comida Asiatica,25,13,73,2025-06-15,310,0.0520833333333333,0.4864864864864865,Media,2.92,0.52,0
P0489,Lapicero gel,Papeleria,109,49,137,2025-08-04,264,0.34375,0.918918918918919,Alta,1.2568807339449541,0.44954128440366975,0
P0490,Crema hidratante,Belleza,12,32,70,2025-05-29,28,0.0069444444444444,0.4662162162162163,Media,5.833333333333333,2.6666666666666665,1
P0491,Lapicero gel,Papeleria,74,25,13,2025-11-09,49,0.2222222222222222,0.081081081081081,Baja,0.17567567567567569,0.33783783783783783,0
P0492,Luz LED USB,Electronica,147,57,44,2025-10-30,53,0.4756944444444444,0.2905405405405405,Baja,0.29931972789115646,0.3877551020408163,0
P0493,Farol decorativo,Decoracion,289,6,81,2025-12-22,138,0.96875,0.5405405405405406,Media,0.28027681660899656,0.020761245674740483,0
P0494,Palillos chinos,Cocina,120,21,12,2025-07-01,24,0.3819444444444444,0.0743243243243243,Baja,0.1,0.175,1
P0495,Medias termicas,Ropa,197,69,84,2025-04-29,156,0.6493055555555556,0.5608108108108107,Media,0.4263959390862944,0.350253807106599,0
P0496,Juguete para perro,Mascotas,195,31,134,2025-08-12,153,0.642361111111111,0.8986486486486487,Alta,0.6871794871794872,0.15897435897435896,0
P0497,Correa retractil,Mascotas,16,61,126,2025-01-12,16,0.0208333333333333,0.8445945945945946,Alta,7.875,3.8125,1
P0498,Incienso japones,Decoracion,144,55,75,2025-09-21,225,0.4652777777777778,0.5,Media,0.5208333333333334,0.3819444444444444,0
P0499,Mascarilla coreana,Belleza,54,63,132,2025-04-14,195,0.1527777777777778,0.8851351351351351,Alta,2.4444444444444446,1.1666666666666667,0
P0500,Polo basico,Ropa,107,32,79,2025-05-04,218,0.3368055555555555,0.527027027027027,Media,0.7383177570093458,0.29906542056074764,0
